"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"tt0073122","movie","Hooray for Hollywood","Hooray for Hollywood",0,1982,"\N",85,"Documentary"
"tt0073537","movie","Double Exposure","Double Exposure",0,1982,"\N",100,"Crime,Horror"
"tt0075035","movie","Panic","Bakterion",0,1982,"\N",93,"Horror,Sci-Fi"
"tt0076041","movie","Flush","Flush",0,1982,"\N",90,"Comedy"
"tt0076917","movie","Whitewater Sam","Whitewater Sam",0,1982,"\N",85,"Adventure,Western"
"tt0077472","movie","Dragon Lee Fights Again","Jie quan da dong kau",0,1982,"\N",87,"Action,Drama"
"tt0077722","movie","A Ilha dos Amores","A Ilha dos Amores",0,1982,"\N",170,"Biography,Drama,Romance"
"tt0077731","movie","Emanuelle in the Country","Messo comunale praticamente spione",0,1982,"\N",90,"Comedy"
"tt0077885","movie","Mademoiselle","Mademoiselle",0,1982,"\N",97,"Comedy,Romance"
"tt0078178","movie","Le rose et le blanc","Le rose et le blanc",0,1982,"\N",100,"Comedy,Drama"
"tt0078376","movie","Tennessee Stallion","Tennessee Stallion",0,1982,"\N",87,"Action,Adventure,Drama"
"tt0078411","movie","Totul pentru fotbal","Totul pentru fotbal",0,1982,"\N",98,"Comedy,Sport"
"tt0078769","movie","Amor, palavra prostituta","Amor, palavra prostituta",0,1982,"\N",92,"Drama"
"tt0078834","movie","Beach House","Beach House",0,1982,"\N",76,"Comedy"
"tt0078892","movie","Bolívar, a Tropical Symphony","Bolívar, sinfonía tropikal",0,1982,"\N",75,"Biography,Drama"
"tt0079358","movie","Jade Dagger Ninja","Han shan fei hu",0,1982,"\N",90,"Action,Drama"
"tt0079799","movie","A Married Woman","Retrato de una mujer casada",0,1982,"\N",92,"Drama,Thriller"
"tt0079891","movie","Shaolin Temple","Shao Lin si",0,1982,"\N",100,"Action,Drama"
"tt0079899","movie","Brave Archer and His Mate","Shen diao xia lü",0,1982,"\N",100,"Action,Romance"
"tt0080393","movie","Attila flagello di Dio","Attila flagello di Dio",0,1982,"\N",91,"Comedy,History"
"tt0080438","movie","Satan's Baby Doll","La bimba di Satana",0,1982,"\N",75,"Horror"
"tt0080508","movie","Cecilia","Cecilia",0,1982,"\N",127,"Drama"
"tt0080554","movie","Colegas","Colegas",0,1982,"\N",117,"Drama"
"tt0080657","movie","Sweet Inquest on Violence","Douce enquête sur la violence",0,1982,"\N",98,"Drama"
"tt0080680","movie","Los embarazados","Los embarazados",0,1982,"\N",95,"Comedy"
"tt0080787","movie","The Ghost Dance","The Ghost Dance",0,1982,"\N",96,"Horror,Thriller"
"tt0080872","movie","Highpoint","Highpoint",0,1982,"\N",88,"Action,Comedy,Thriller"
