"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"tt0038687","movie","Let There Be Light","Let There Be Light",0,1980,"\N",58,"Documentary,War"
"tt0074994","movie","Tempyo no iraka","Tempyo no iraka",0,1980,"\N",120,"Horror"
"tt0075332","movie","Zärtlich, aber frech wie Oskar","Zärtlich, aber frech wie Oskar",0,1980,"\N",87,"Comedy"
"tt0075631","movie","Acto dos Feitos da Guiné","Acto dos Feitos da Guiné",0,1980,"\N",81,"Drama,History"
"tt0075859","movie","The Clones of Bruce Lee","Shen wei san meng long",0,1980,"\N",91,"Action,Drama"
"tt0076043","movie","Fontamara","Fontamara",0,1980,"\N",139,"Drama"
"tt0076276","movie","Who's Singin' Over There?","Ko to tamo peva",0,1980,"\N",86,"Adventure,Comedy,Drama"
"tt0076321","movie","The Six Directions of Boxing","Liu he ba fa",0,1980,"\N",90,"Action,Drama"
"tt0076580","movie","Qian zuo guai","Qian zuo guai",0,1980,"\N",101,"Action,Adventure,Comedy"
"tt0076709","movie","Game of Death II","Si wang ta",0,1980,"\N",96,"Action,Crime,Mystery"
"tt0077366","movie","Constelaciones","Constelaciones",0,1980,"\N",85,"Drama"
"tt0077367","movie","Consultorio sexológico","Consultorio sexológico",0,1980,"\N",90,"Comedy"
"tt0077404","movie","Days of Fury","Days of Fury",0,1980,"\N",91,"Documentary"
"tt0077428","movie","It Rained All Night the Day I Left","It Rained All Night the Day I Left",0,1980,"\N",95,"Comedy,Crime"
"tt0077484","movie","Editie speciala","Editie speciala",0,1980,"\N",97,"Drama"
"tt0077567","movie","The Sleep of Death","The Sleep of Death",0,1980,"\N",90,"Horror"
"tt0077634","movie","The Great Skycopter Rescue","The Great Skycopter Rescue",0,1980,"\N",96,"Action,Adventure"
"tt0077645","movie","Challenge of the Tiger","Mie jue qi qi",0,1980,"\N",87,"Action,Thriller"
"tt0077883","movie","Love Between the Raindrops","Lásky mezi kapkami deste",0,1980,"\N",126,"Comedy,Drama,Romance"
"tt0078053","movie","Ópalo de fuego: Mercaderes del sexo","Ópalo de fuego: Mercaderes del sexo",0,1980,"\N",96,"Thriller"
"tt0078113","movie","Primitif","Primitif",0,1980,"\N",90,"Adventure,Horror"
"tt0078296","movie","Son o no son","Son o no son",0,1980,"\N",84,"Comedy,Musical"
"tt0078304","movie","Sowizdrzal Swietokrzyski","Sowizdrzal Swietokrzyski",0,1980,"\N",97,"Comedy,Drama"
"tt0078356","movie","Tusk","Tusk",0,1980,"\N",119,"Drama"
"tt0078428","movie","Two Champions of Death","Shao Lin yu Wu Dang",0,1980,"\N",101,"Action,Drama"
"tt0078508","movie","Wolf Lake","Wolf Lake",0,1980,"\N",88,"Drama,Thriller"
"tt0078519","movie","Zapowiedz ciszy","Zapowiedz ciszy",0,1980,"\N",98,"Drama"
"tt0078732","movie","Action","Action",0,1980,"\N",121,"Drama"
"tt0078749","movie","Alien 2: On Earth","Alien 2 - Sulla Terra",0,1980,"\N",92,"Adventure,Horror,Sci-Fi"
"tt0078765","movie","The American Success Company","The American Success Company",0,1980,"\N",91,"Comedy,Drama"
"tt0078780","movie","Animalympics","Animalympics",0,1980,"\N",78,"Animation,Comedy,Family"
"tt0078785","movie","Anthracite","Anthracite",0,1980,"\N",90,"Drama"
"tt0078791","movie","Aquella casa en las afueras","Aquella casa en las afueras",0,1980,"\N",95,"Horror,Thriller"
"tt0078805","movie","Outrage","Attentatet",0,1980,"\N",75,"Thriller"
"tt0078806","movie","The Attic","The Attic",0,1980,"\N",101,"Drama,Horror,Thriller"
"tt0078813","movie","The Miser","L'avare",0,1980,"\N",125,"Comedy"
"tt0078833","movie","The Lion Carpenter","Der Baulöwe",0,1980,"\N",93,"Comedy"
"tt0078842","movie","Békeidö","Békeidö",0,1980,"\N",105,"Drama"
"tt0078853","movie","Carnapping","Car-Napping - Bestellt, geklaut, geliefert",0,1980,"\N",89,"Comedy,Crime"
"tt0078868","movie","Confidence","Bizalom",0,1980,"\N",105,"Drama"
"tt0078873","movie","Blank Generation","Blank Generation",0,1980,"\N",90,"Drama,Music"
"tt0078876","movie","Ion: Blestemul pamîntului, blestemul iubirii","Ion: Blestemul pamîntului, blestemul iubirii",0,1980,"\N",205,"Drama,History"
"tt0078880","movie","Bloodrage","Bloodrage",0,1980,"\N",78,"Crime,Horror,Thriller"
"tt0078894","movie","Les bons débarras","Les bons débarras",0,1980,"\N",120,"Drama"
"tt0078895","movie","Border Cop","The Border",0,1980,"\N",87,"Drama,Thriller"
"tt0078906","movie","Brontosaurus","Brontosaurus",0,1980,"\N",71,"Family"
"tt0078920","movie","Barbara","Barbara",0,1980,"\N",136,"Drama"
"tt0078923","movie","It's Not Me, It's Him","C'est pas moi, c'est lui",0,1980,"\N",105,"Comedy"
"tt0078926","movie","The Good Thief","Il ladrone",0,1980,"\N",108,"Comedy"
"tt0078932","movie","La campanada","La campanada",0,1980,"\N",95,"Drama"
"tt0078935","movie","Cannibal Holocaust","Cannibal Holocaust",0,1980,"\N",95,"Adventure,Horror"
"tt0078936","movie","White Cannibal Queen","Mondo cannibale",0,1980,"\N",90,"Horror"
"tt0078941","movie","Carlos el terrorista","Carlos el terrorista",0,1980,"\N",97,"Action,Crime"
"tt0078948","movie","Dark Sun","Temné slunce",0,1980,"\N",135,"Crime,Drama,Sci-Fi"
"tt0078962","movie","The Horse of Pride","Le cheval d'orgueil",0,1980,"\N",120,"Drama"
"tt0078973","movie","Cinco tenedores","Cinco tenedores",0,1980,"\N",90,"Comedy"
"tt0078983","movie","Colargol i cudowna walizka","Colargol i cudowna walizka",0,1980,"\N",75,"Animation,Family"
"tt0078994","movie","El consenso","El consenso",0,1980,"\N",89,"Comedy"
"tt0079007","movie","The Cuenca Crime","El crimen de Cuenca",0,1980,"\N",88,"Drama,History"
"tt0079014","movie","Cuentos eróticos","Cuentos eróticos",0,1980,"\N",99,"Comedy,Drama,Romance"
"tt0079017","movie","The Semester We Loved Kim Novak","El curso en que amamos a Kim Novak",0,1980,"\N",86,"Comedy,Drama"
"tt0079084","movie","Droga daleka przed nami...","Droga daleka przed nami...",0,1980,"\N",91,"Drama,War"
"tt0079085","movie","Drsna planina","Drsna planina",0,1980,"\N",89,"Adventure,Drama"
"tt0079090","movie","The Conductor","Dyrygent",0,1980,"\N",101,"Drama,Music"
"tt0079093","movie","Coward Bastard","E ye",0,1980,"\N",88,"Action,Comedy"
"tt0079104","movie","Emanuelle, Queen of Sados","I mavri Emmanouella",0,1980,"\N",91,"Crime,Drama"
"tt0079106","movie","The Imprint of Giants","L'empreinte des géants",0,1980,"\N",141,"Action,Drama,Romance"
"tt0079115","movie","Escape from Hell","Femmine infernali",0,1980,"\N",93,"Adventure,Crime,Thriller"
"tt0079120","movie","Stigma","Estigma",0,1980,"\N",94,"Horror,Mystery"
"tt0079130","movie","F.E.N.","F.E.N.",0,1980,"\N",114,"Drama"
"tt0079145","movie","La femme flic","La femme flic",0,1980,"\N",103,"Drama,Thriller"
"tt0079151","movie","Los fieles sirvientes","Los fieles sirvientes",0,1980,"\N",88,"Comedy"
"tt0079164","movie","The Buddha Assassinator","Fo zhang huang ye",0,1980,"\N",93,"Action,Drama"
"tt0079186","movie","Fábián Bálint találkozása Istennel","Fábián Bálint találkozása Istennel",0,1980,"\N",105,"Drama"
"tt0079192","movie","Hoodlums","Hoodlums",0,1980,"\N",90,"Crime,Drama"
"tt0079193","movie","The Garage","Garazh",0,1980,"\N",101,"Comedy,Drama"
"tt0079197","movie","Caged Women","Gefangene Frauen",0,1980,"\N",80,"Action,Adventure"
"tt0079198","movie","The Frozen Heart","Das gefrorene Herz",0,1980,"\N",108,"Comedy,Drama"
"tt0079208","movie","Gibbi Westgermany","Gibbi Westgermany",0,1980,"\N",88,"Drama"
"tt0079213","movie","Glück im Hinterhaus","Glück im Hinterhaus",0,1980,"\N",97,"Drama,Family"
"tt0079233","movie","Unos granujas decentes","Unos granujas decentes",0,1980,"\N",88,"Comedy"
"tt0079252","movie","Le guignolo","Le guignolo",0,1980,"\N",108,"Action,Comedy"
"tt0079256","movie","HealtH","HealtH",0,1980,"\N",105,"Comedy"
"tt0079258","movie","Habfürdö","Habfürdö",0,1980,"\N",79,"Animation,Comedy,Drama"
"tt0079260","movie","Haine","Haine",0,1980,"\N",90,"Drama,Thriller"
"tt0079285","movie","Saturn 3","Saturn 3",0,1980,"\N",88,"Adventure,Horror,Sci-Fi"
"tt0079293","movie","Space Firebird","Hi no tori 2772: Ai no kosumozôn",0,1980,"\N",122,"Adventure,Animation,Drama"
"tt0079295","movie","Hijos de tigre","Hijos de tigre",0,1980,"\N",95,"Action,Drama"
"tt0079309","movie","Hot T-Shirts","Hot T-Shirts",0,1980,"\N",86,"Comedy"
"tt0079342","movie","L'insegnante al mare con tutta la classe","L'insegnante al mare con tutta la classe",0,1980,"\N",88,"Comedy"
"tt0079346","movie","La insurrección","La insurrección",0,1980,"\N",101,"Drama"
"tt0079398","movie","Ki beszél itt szerelemröl?!","Ki beszél itt szerelemröl?!",0,1980,"\N",93,"Comedy,Drama"
"tt0079405","movie","The Children from Number 67","Die Kinder aus Nr. 67",0,1980,"\N",103,"Family"
"tt0079410","movie","Kobieta i kobieta","Kobieta i kobieta",0,1980,"\N",95,"Drama"
"tt0079412","movie","Koportos","Koportos",0,1980,"\N",79,"Drama"
"tt0079419","movie","Kreuzberger Liebesnächte","Kreuzberger Liebesnächte",0,1980,"\N",83,"Comedy"
"tt0079424","movie","Két történet a félmúltból","Két történet a félmúltból",0,1980,"\N",106,"Drama"
"tt0079456","movie","Legend tzaghratzui masin","Legend tzaghratzui masin",0,1980,"\N",70,"Comedy"
"tt0079497","movie","Operation Leopard","La légion saute sur Kolwezi",0,1980,"\N",96,"Adventure,Drama,War"
"tt0079507","movie","Magnificent Wonderman","Jin hu men",0,1980,"\N",90,"Action,Drama"
"tt0079518","movie","Mamá, levántate y anda","Mamá, levántate y anda",0,1980,"\N",100,"Drama"
"tt0079553","movie","Miedo a salir de noche","Miedo a salir de noche",0,1980,"\N",92,"Comedy,Crime,Drama"
"tt0079556","movie","Un millón por tu historia","Un millón por tu historia",0,1980,"\N",102,"Comedy"
"tt0079564","movie","My Days with Veronica","Mis días con Verónica",0,1980,"\N",87,"Drama"
"tt0079573","movie","Monstroid","Monster",0,1980,"\N",98,"Horror,Sci-Fi"
"tt0079579","movie","Moscow Does Not Believe in Tears","Moskva slezam ne verit",0,1980,"\N",150,"Comedy,Drama,Romance"
"tt0079586","movie","Girl with the Golden Panties","La muchacha de las bragas de oro",0,1980,"\N",105,"Drama,Thriller"
"tt0079610","movie","Naplemente délben","Naplemente délben",0,1980,"\N",100,"Drama"
"tt0079612","movie","Napoli storia d'amore e di vendetta","Napoli storia d'amore e di vendetta",0,1980,"\N",88,"Action,Crime"
"tt0079616","movie","Neem Annapurna","Neem Annapurna",0,1980,"\N",95,"Drama"
"tt0079617","movie","The Truth on the Savolta Affair","La verdad sobre el caso Savolta",0,1980,"\N",120,"Drama"
"tt0079619","movie","Oblomov","Neskolko dney iz zhizni I.I. Oblomova",0,1980,"\N",140,"Comedy,Drama,History"
"tt0079624","movie","Secrets of a French Maid","Die Nichten der Frau Oberst",0,1980,"\N",88,"Comedy"
"tt0079625","movie","El nido","El nido",0,1980,"\N",97,"Drama"
"tt0079686","movie","Otoko wa tsurai yo: Torajiro kamome uta","Otoko wa tsurai yo: Torajiro kamome uta",0,1980,"\N",97,"Comedy"
"tt0079694","movie","Panelstory aneb Jak se rodí sídliste","Panelstory aneb Jak se rodí sídliste",0,1980,"\N",96,"Comedy"
"tt0079695","movie","Pani Mariya","Pani Mariya",0,1980,"\N",89,"Romance,War"
"tt0079718","movie","Piedone d'Egitto","Piedone d'Egitto",0,1980,"\N",103,"Action,Comedy,Crime"
"tt0079719","movie","The Pilot","The Pilot",0,1980,"\N",92,"Action,Drama"
"tt0079729","movie","Podróz do Arabii","Podróz do Arabii",0,1980,"\N",92,"Drama"
"tt0079730","movie","Poema o krylyakh","Poema o krylyakh",0,1980,"\N",161,"Biography,Drama,History"
"tt0079735","movie","The Rebel","Poliziotto solitudine e rabbia",0,1980,"\N",87,"Action,Crime,Drama"
"tt0079741","movie","Poslednyaya okhota","Poslednyaya okhota",0,1980,"\N",81,"Action,Adventure"
"tt0079744","movie","Getting to Know the Big, Wide World","Poznavaya belyy svet",0,1980,"\N",75,"Drama"
"tt0079746","movie","Der Preis fürs Überleben","Der Preis fürs Überleben",0,1980,"\N",103,"Drama"
"tt0079749","movie","Adventures of Ali-Baba and the Forty Thieves","Alibaba Aur 40 Chor",0,1980,"\N",138,"Action,Adventure,Family"
"tt0079760","movie","The Donkey-Eared Prince","O Príncipe com Orelhas de Burro",0,1980,"\N",105,"Comedy,Fantasy"
"tt0079765","movie","Give Me Five","Qua la mano",0,1980,"\N",137,"Comedy"
"tt0079788","movie","Zombie Holocaust","Zombi Holocaust",0,1980,"\N",84,"Horror"
"tt0079790","movie","A Time to Mend","Rembulan dan Matahari",0,1980,"\N",100,"Drama"
"tt0079814","movie","Rockshow","Rockshow",0,1980,"\N",102,"Documentary,Music"
"tt0079820","movie","The King and the Mockingbird","Le roi et l'oiseau",0,1980,"\N",83,"Animation,Family,Fantasy"
"tt0079830","movie","Rukojmí v Bella Vista","Rukojmí v Bella Vista",0,1980,"\N",128,"Drama"
"tt0079835","movie","S lyubimymi ne rasstavaytes","S lyubimymi ne rasstavaytes",0,1980,"\N",76,"Drama,Romance"
"tt0079839","movie","Fun Is Beautiful","Un sacco bello",0,1980,"\N",97,"Comedy"
"tt0079845","movie","A Leap in the Dark","Salto nel vuoto",0,1980,"\N",120,"Drama,Romance"
"tt0079851","movie","El oreja rajada","El oreja rajada",0,1980,"\N",90,"Adventure,Comedy,Drama"
"tt0079854","movie","Every Man for Himself","Sauve qui peut (la vie)",0,1980,"\N",87,"Drama"
"tt0079874","movie","Never Never Land","Never Never Land",0,1980,"\N",85,"Drama,Family"
"tt0079889","movie","Sankarabharanam","Sankarabharanam",0,1980,"\N",143,"Drama,Music,Romance"
"tt0079897","movie","She xing zui bu","She xing zui bu",0,1980,"\N",90,"Action"
"tt0079924","movie","Solo Sunny","Solo Sunny",0,1980,"\N",104,"Drama,Music"
"tt0079926","movie","Solovey","Solovey",0,1980,"\N",85,"Family,Musical"
"tt0079934","movie","Sonntagskinder","Sonntagskinder",0,1980,"\N",101,"Drama,Romance,War"
"tt0079938","movie","The Touch","Sparsh",0,1980,"\N",145,"Drama,Romance"
"tt0079985","movie","The Secret Life of Nikola Tesla","Tajna Nikole Tesle",0,1980,"\N",115,"Biography,Drama"
"tt0080001","movie","Temporale Rosy","Temporale Rosy",0,1980,"\N",118,"Action,Comedy,Drama"
"tt0080002","movie","Ten Tigers of Kwangtung","Guangdong shi hu xing yi wu xi",0,1980,"\N",91,"Action,Drama"
"tt0080014","movie","There Goes the Bride","There Goes the Bride",0,1980,"\N",88,"Comedy"
"tt0080031","movie","Tom Horn","Tom Horn",0,1980,"\N",98,"Biography,Crime,Drama"
"tt0080041","movie","All Stars","Tous vedettes!",0,1980,"\N",120,"Comedy,Musical,Romance"
"tt0080064","movie","Irreconcilable Memories","Unversöhnliche Erinnerungen",0,1980,"\N",92,"Documentary"
"tt0080071","movie","Utolsó elötti ítélet","Utolsó elötti ítélet",0,1980,"\N",91,"Drama"
"tt0080072","movie","Utrenniy obkhod","Utrenniy obkhod",0,1980,"\N",98,"Drama"
"tt0080073","movie","V moey smerti proshu vinit Klavu K.","V moey smerti proshu vinit Klavu K.",0,1980,"\N",76,"Drama,Romance"
"tt0080075","movie","Madness","Vacanze per un massacro",0,1980,"\N",85,"Action,Crime,Drama"
"tt0080082","movie","Vasárnapi szülök","Vasárnapi szülök",0,1980,"\N",106,"Drama"
"tt0080083","movie","Vavilon XX","Vavilon XX",0,1980,"\N",100,"Drama"
"tt0080089","movie","It's a World Full of Children","Verden er fuld af børn",0,1980,"\N",93,"Drama"
"tt0080111","movie","Vtoraya vesna","Vtoraya vesna",0,1980,"\N",86,"Drama"
"tt0080121","movie","Warum die UFOs unseren Salat klauen","Warum die UFOs unseren Salat klauen",0,1980,"\N",91,"Comedy,Romance,Sci-Fi"
"tt0080144","movie","Woman Avenger","Shi mei chu ma",0,1980,"\N",92,"Action"
"tt0080153","movie","Wu zhuang yuan","Wu zhuang yuan",0,1980,"\N",89,"Action,Drama"
"tt0080155","movie","The Wonderful Years","Die wunderbaren Jahre",0,1980,"\N",104,"Drama"
"tt0080187","movie","Élve vagy halva","Élve vagy halva",0,1980,"\N",80,"Drama,History,Western"
"tt0080310","movie","Breaker Morant","'Breaker' Morant",0,1980,"\N",107,"Drama,History,War"
"tt0080314","movie","1958","1958",0,1980,"\N",96,"Action,Crime,Drama"
"tt0080316","movie","The Battle of Port Arthur","203 kochi",0,1980,"\N",185,"Drama,History,War"
"tt0080319","movie","9 to 5","Nine to Five",0,1980,"\N",109,"Comedy"
"tt0080321","movie","AC/DC: Let There Be Rock","AC/DC: Let There Be Rock",0,1980,"\N",95,"Documentary,Music"
"tt0080322","movie","Aakrosh","Aakrosh",0,1980,"\N",144,"Crime,Drama,Music"
"tt0080335","movie","Afternoon Breezes","Kazetachi no gogo",0,1980,"\N",105,"Drama"
"tt0080337","movie","Agee","Agee",0,1980,"\N",98,"Documentary"
"tt0080339","movie","Airplane!","Airplane!",0,1980,"\N",88,"Comedy"
"tt0080343","movie","Albert Pinto Ko Gussa Kyon Ata Hai","Albert Pinto Ko Gussa Kyon Ata Hai",0,1980,"\N",110,"Comedy,Drama,Romance"
"tt0080346","movie","The Alien Dead","The Alien Dead",0,1980,"\N",74,"Comedy,Horror,Sci-Fi"
"tt0080354","movie","Alligator","Alligator",0,1980,"\N",91,"Horror,Sci-Fi,Thriller"
"tt0080360","movie","Altered States","Altered States",0,1980,"\N",102,"Horror,Sci-Fi,Thriller"
"tt0080361","movie","L'altra donna","L'altra donna",0,1980,"\N",87,"Drama"
"tt0080365","movie","American Gigolo","American Gigolo",0,1980,"\N",117,"Crime,Drama,Mystery"
"tt0080377","movie","Any Which Way You Can","Any Which Way You Can",0,1980,"\N",116,"Action,Comedy"
"tt0080379","movie","Cannibals in the Streets","Apocalypse domani",0,1980,"\N",96,"Horror,Thriller"
"tt0080380","movie","The Apple","The Apple",0,1980,"\N",90,"Music,Musical,Sci-Fi"
"tt0080384","movie","Arrivano i bersaglieri","Arrivano i bersaglieri",0,1980,"\N",120,"Comedy,Drama"
"tt0080386","movie","Asa Branca: Um Sonho Brasileiro","Asa Branca: Um Sonho Brasileiro",0,1980,"\N",90,"Comedy,Sport"
"tt0080388","movie","Atlantic City","Atlantic City",0,1980,"\N",104,"Crime,Drama,Romance"
"tt0080396","movie","Augh! Augh!","Augh! Augh!",0,1980,"\N",90,"Comedy"
"tt0080401","movie","The Warning","L'avvertimento",0,1980,"\N",108,"Crime,Drama"
"tt0080402","movie","The Awakening","The Awakening",0,1980,"\N",105,"Horror"
"tt0080403","movie","Aziza","Aziza",0,1980,"\N",95,"Drama"
"tt0080404","movie","Evening Rain","Ba shan ye yu",0,1980,"\N",86,"Drama"
"tt0080406","movie","Babylon","Babylon",0,1980,"\N",95,"Drama"
"tt0080408","movie","Bad Timing","Bad Timing",0,1980,"\N",123,"Drama,Mystery,Thriller"
"tt0080409","movie","Village in the Jungle","Baddegama",0,1980,"\N",130,"Drama"
"tt0080410","movie","Bai fa mo nu chuan","Bai fa mo nu chuan",0,1980,"\N",93,"Action,Drama"
"tt0080412","movie","The Baltimore Bullet","The Baltimore Bullet",0,1980,"\N",103,"Comedy,Crime,Drama"
"tt0080413","movie","Ban ye","Ban ye",0,1980,"\N",87,"Comedy,Romance"
"tt0080414","movie","Ban ye xiao zi","Ban ye xiao zi",0,1980,"\N",83,"Action,Comedy"
"tt0080415","movie","The Lady Banker","La banquière",0,1980,"\N",131,"Comedy,Drama"
"tt0080418","movie","The Children from Blue Lake Mountain","Barna från Blåsjöfjället",0,1980,"\N",97,"Family"
"tt0080419","movie","Barnens ö","Barnens ö",0,1980,"\N",109,"Drama,Romance"
"tt0080420","movie","Bat Without Wings","Wu yi bian fu",0,1980,"\N",88,"Action,Mystery"
"tt0080421","movie","Battle Beyond the Stars","Battle Beyond the Stars",0,1980,"\N",104,"Action,Adventure,Sci-Fi"
"tt0080423","movie","Known Faces, Mixed Feelings","Bekende gezichten, gemengde gevoelens",0,1980,"\N",94,"Drama"
"tt0080425","movie","Bello di mamma","Bello di mamma",0,1980,"\N",90,"Comedy"
"tt0080427","movie","Below the Belt","Below the Belt",0,1980,"\N",91,"Action,Comedy,Drama"
